IGDB ID,Game name,Game release date,IGDB Edition ID,Game Edition name,Platform,Type,Status,Completion,Ownership,Acquisition,State,Format,Digital service,Subscription,Playtime,Times completed,Completion date,Completion date type,Progress notes,Borrowed from,Returned to owner,Lent to,Lent out,Condition,Region,Collection notes,Amount paid,Acquisition date,Acquisition Source,Additional Cost,Game condition,Manual condition,Box condition,Manual progress,Acquisition Notes,Rating (Score),Rating (Gameplay),Rating (Sound),Rating (Story),Rating (Visual),Rating (Accessibility),Tags,Date added,Last updated
138244,"Midnight Fight Express",2022-08-23,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:39:43.000Z
139295,"Milk Inside a Bag of Milk Inside a Bag of Milk",2020-08-26,,,Windows PC,,Played,Completed,Owned,,,Digital,Steam,,22,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
19874,"Mega Man Legacy Collection",2015-08-24,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:19.000Z
1714,"Mega Man",1987-12-17,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:19.000Z
1715,"Mega Man 2",1989-06-02,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:19.000Z
1716,"Mega Man 3",1990-09-28,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:19.000Z
1717,"Mega Man 4",1991-12-06,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:19.000Z
1718,"Mega Man 5",1992-12-04,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:19.000Z
1719,"Mega Man 6",1993-11-05,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:19.000Z
28323,"Mega Man Legacy Collection 2",2017-08-08,,,Windows PC,,Played,Unfinished,Owned,,,Digital,Steam,,620,,,,,,,,No,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-01-13T00:12:48.000Z
1720,"Mega Man 7",1995-03-24,,,,Bundled Game,,Beaten,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-01-12T08:54:25.000Z
1721,"Mega Man 8",1996-12-17,,,,Bundled Game,,Beaten,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-01-12T08:54:25.000Z
1722,"Mega Man 9",2008-09-22,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-01-12T08:54:25.000Z
1723,"Mega Man 10",2010-03-01,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-01-12T08:54:25.000Z
96254,"Mega Man X: Legacy Collection 2",2018-07-24,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1745,"Mega Man X5",2000-11-30,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1746,"Mega Man X6",2001-11-29,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1747,"Mega Man X7",2003-07-17,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1748,"Mega Man X8",2004-12-07,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
96252,"Mega Man X: Legacy Collection",2018-07-24,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:42.000Z
1741,"Mega Man X",1993-12-17,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:42.000Z
1742,"Mega Man X2",1994-12-16,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:42.000Z
1743,"Mega Man X3",1995-11-30,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:42.000Z
1744,"Mega Man X4",1997-08-01,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2025-06-09T16:36:42.000Z
122048,"Mega Man Zero/ZX: Legacy Collection",2020-02-24,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1775,"Mega Man Zero",2002-04-26,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1776,"Mega Man Zero 2",2003-05-02,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1777,"Mega Man Zero 3",2004-04-23,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1778,"Mega Man Zero 4",2005-04-21,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1779,"Mega Man ZX",2006-07-06,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1780,"Mega Man ZX Advent",2007-07-12,,,,Bundled Game,,Not Started,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T14:59:28.000Z,2024-02-19T14:59:28.000Z
1051,"Mirror's Edge",2008-11-11,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,739,,,,"","",,"",No,,,"",,,,,,,,,"",5,,,,,,,2024-02-19T15:00:53.000Z,2025-07-08T16:02:37.000Z
10591,"NecroVisioN",2009-02-27,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
66,"Monkey Island 2 Special Edition: LeChuck's Revenge",2010-06-26,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
16203,"Myst: Masterpiece Edition",1999-08-24,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
1335,"Natural Selection 2",2012-10-30,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,154,,,,"","",,"",,,,"",,,,,,,,,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-07-08T16:02:37.000Z
8739,"Monaco: What's Yours Is Mine",2013-04-24,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
15549,"Mushroom 11",2015-10-15,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:41:55.000Z
119,"Mortal Kombat",2011-04-19,2977,"Mortal Kombat: Komplete Edition",Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,728,,,,,,,,,,,,,,,,,,,,,10,,,,,,,2024-02-19T15:00:53.000Z,2025-01-18T09:38:50.000Z
15544,"MirrorMoon EP",2013-09-04,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
9490,"Nether",2014-06-05,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
17123,"Munin",2014-06-10,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:41:30.000Z
7618,"Never Alone: Kisima Ingitchuna",2014-11-18,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
17436,"Momodora III",2014-07-01,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
18263,"Moon Hunters",2016-03-10,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,630,,,,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
8209,"Mordheim: City of the Damned",2015-11-19,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T19:11:02.000Z
6655,"Mother Russia Bleeds",2016-09-05,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
11525,"NBA 2K16",2015-09-29,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:41:10.000Z
23581,"NeuroVoider",2016-08-31,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:43:55.000Z
18954,"Neon Chrome",2016-04-28,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:43:24.000Z
18182,"Momodora: Reverie Under the Moonlight",2016-03-04,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,334,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
11347,"Necropolis",2016-07-12,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
19729,"Mr. Shifty",2017-04-13,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T19:11:33.000Z
27659,"Morphblade",2017-03-03,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T19:10:55.000Z
7292,"Mortal Kombat X",2015-04-13,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,176,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
28081,"NBA Playgrounds",2017-05-08,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:41:18.000Z
26811,"Mysterium",2017-01-12,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,318,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
25901,"My Friend Pedro",2019-06-20,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
27208,"Mothergunship",2018-07-17,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
27771,"Moonlighter",2018-05-29,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
27729,"Mordhau",2019-04-29,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
28175,"Naruto to Boruto: Shinobi Striker",2018-08-30,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
69483,"Monster Prom",2018-04-27,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,345,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
89560,"Mutant Year Zero: Road to Eden",2018-12-04,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
57192,"Nairi: Tower of Shirin",2018-11-29,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
89594,"Monster Sanctuary",2020-12-07,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
95616,"Monster Crown",2020-07-31,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
113750,"Neoverse",2019-01-09,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:43:47.000Z
113866,"Moving Out",2020-04-27,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
117178,"Muscle Car Robot",2019-05-01,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:41:44.000Z
27409,"Narita Boy",2021-03-29,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
129483,"Monster Train",2020-05-21,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
113376,"MO:Astray",2019-10-24,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:40:35.000Z
122195,"Monster Prom 2: Monster Camp",2020-10-23,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,235,,2024-06-01,month,,,,,No,,,,,,,,,,,,,7,7,9,8,8,8,,2024-02-19T15:00:53.000Z,2024-07-17T16:37:02.000Z
134817,"Morbid: The Seven Acolytes",2020-12-03,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
36926,"Monster Hunter: World",2018-01-26,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,1197,,,,"","",,"",,,,"",,,,,,,,,"",6,,,,,,,2024-02-19T15:00:53.000Z,2025-07-08T16:02:37.000Z
100157,"Morkredd",2020-12-11,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T19:11:10.000Z
116100,"Neon Abyss",2020-07-13,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:43:18.000Z
112916,"Mortal Kombat 11",2019-04-22,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
144725,"Necromunda: Hired Gun",2021-06-01,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:00:53.000Z,2025-06-09T16:43:04.000Z
182278,"MultiVersus",2024-05-28,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,1088,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-19T15:00:53.000Z,2024-02-19T15:00:53.000Z
999,"Oddworld: Abe's Oddysee",1997-09-18,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
1000,"Oddworld: Abe's Exoddus",1998-11-25,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
14951,"Osmos",2009-08-18,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,0,,,,"","",,"",No,,,"",,,,,,,,,"",5,,,,,,,2024-02-19T15:02:38.000Z,2025-07-08T16:03:35.000Z
15128,"NightSky",2011-02-02,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T16:45:40.000Z
25647,"Orion: Prelude",2013-04-16,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,789,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
15407,"No More Room in Hell",2013-10-31,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
6859,"Organ Trail: Director's Cut",2012-08-09,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,277,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
35289,"No Time to Explain: Remastered",2015-07-17,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
8138,"Neverending Nightmares",2014-09-26,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T16:44:15.000Z
1982,"Omikron: The Nomad Soul",1999-10-31,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
5551,"Nidhogg",2014-01-13,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,412,,,,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
4788,"Octodad: Dadliest Catch",2014-01-30,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,19,,,,"","",,"",,,,"",,,,,,,,,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-07-08T16:03:05.000Z
17359,"Orbital Gear",2014-07-04,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,30,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
11417,"Odallus: The Dark Call",2015-07-15,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
12561,"Nova-111",2015-08-25,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
12978,"Noct",2015-10-22,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,23,,,,,,,,,,,,,,,,,,,,,5,5,6,5,6,2,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
3227,"Nuclear Throne",2015-12-05,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
5552,"Oddworld: New 'n' Tasty",2014-07-22,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
18356,"On My Own",2016-02-26,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,33,,,,"","",,"",,,,"",,,,,,,,,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-07-08T16:03:22.000Z
9523,"OlliOlli2: Welcome to Olliwood",2015-03-03,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,13,,,,"","",,"",,,,"",,,,,,,,,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-07-08T16:03:14.000Z
18082,"Obliteracers",2016-02-23,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,27,,,,"","",,"",,,,"",,,,,,,,,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-07-08T16:02:51.000Z
6804,"One Piece: Pirate Warriors 3",2015-03-26,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
34521,"Okhlos: Omega",2016-08-18,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
26202,"Nex Machina",2017-06-20,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
33572,"Niche: A Genetics Survival Game",2017-09-15,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T16:44:52.000Z
18443,"One Piece: Burning Blood",2016-04-21,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
18918,"Northgard",2018-03-07,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T16:46:28.000Z
10148,"Night in the Woods",2017-02-21,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,818,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
13552,"Nitroplus Blasterz: Heroines Infinite Duel",2015-04-30,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,23,1,2025-05-31,day,"","",,"",,,,"",,,,,,,,,"",6,7,6,2,7,7,,2024-02-19T15:02:38.000Z,2025-06-01T23:32:57.000Z
22704,"Orwell: Keeping an Eye on You",2016-10-27,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T16:47:50.000Z
19545,"Observer",2017-08-15,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T18:45:15.000Z
24482,"Nidhogg 2",2017-08-15,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,75,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
21604,"Old Man's Journey",2017-05-16,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
36499,"Nongunz",2017-05-19,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T16:45:30.000Z
139575,"Nongunz: Doppelganger Edition",2021-05-05,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:02:38.000Z,2024-02-19T15:02:38.000Z
79994,"Night Call",2019-07-17,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:02:38.000Z,2025-06-09T16:45:03.000Z
